country,year,varName_harmonized,varName_source,varLabel_source,pctMissing_harmonized,pctMissing_source,comment,dataset_name,dataset_doi
Malawi,2013,GPS_level,,,,,,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,adm1,region,IHPS 2013 Region Location,0.0,0.0,,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,adm2,district,IHPS 2013 District Location,0.0,0.0,,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,adm3,,,,,,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,adm4,,,,,,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,country,,,,,,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,crop,ag_g0b; ag_m0c; ag_p0c,CROP CODE; TREE/PERMANENT CROP CODE,24.462890625,24.462890625,"Crop names were harmonized for spelling. Crop names in Chichewa for which the English translation was known, were converted to their English name.",MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,crop_area_share,ag_g03; ag_m03,"Approximately, how much of the [PLOT] is under [CROP]?",92.69748263888889,91.3764629855676,"The percentage of plot area cultivated by a crop was assumed as: 12.5 % if indicated ""less than 1/4"", 25 % if indicated ""1/4"", 37.5 % if indicated ""less than 1/2"", 50 % if indicated ""1/2"", 62.5 % if indicated ""less than 3/4"", 75 % if indicated ""3/4"", 87.5 % if indicated ""more than 3/4"", 100 % if indicated as fully occupied by a single crop. For many plots, any indication on whether the crop was fully cultivated by a single crop is missing: Whenever a plot is not intercropped and not indicated as only partially being cropped, then we assume that the plot is fully under the target crop.",MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,dataset_doi,,,,,"Of the Malawian panel dataset ""MWI_2010-2013_IHPS_v01_M"", which includes data for both the 2010 and 2013 survey waves, we exclusively considered data from the 2013 survey wave. Data for the 2010 survey wave was instead sourced separately from the cross-sectional dataset “MWI_2010_IHS-III_v01_M”. For the 2013 survey wave, no cross-sectional dataset is available.",MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,dataset_name,,,,,,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,fieldID,ag_c03_2; ag_o03_2,2012/2013 GARDEN ID OF THE GARDEN THAT THE PLOT IS A PART OF.; ENUMERATOR: RECORD THE 2012/13 GARDEN ID OF THE GARDEN THAT THE PLOT IS A PART O,31.260850694444443,18.57707509881423,,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,harvest_month,,,,,,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,harvest_month_begin,ag_g12a; ag_m12a; ag_p06a,What were the months when the harvest started and ended? (START); What were the months when the harvest started and ended?; What was the last completed production period for the [TREE / PERMANENT CROP? (B,32.96983506944444,32.96983506944444,,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,harvest_month_end,ag_g12b; ag_m12b; ag_p06c,What were the months when the harvest started and ended? (END); What were the months when the harvest started and ended?; What was the last completed production period for the [TREE / PERMANENT CROP? (E,33.04578993055556,33.04578993055556,,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,harvest_year,,,,,,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,harvest_year_begin,ag_p06b,What was the last completed production period for the [TREE / PERMANENT CROP? (B,85.36241319444444,40.11098779134295,"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,harvest_year_end,ag_p06d,What was the last completed production period for the [TREE / PERMANENT CROP? (E,85.37326388888889,40.15538290788013,"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,hhID,case_id,IHS3 Baseline case_id as in IHS3 Public Data,0.0,0.0,,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,lat,lat_dd_mod,,0.0,0.0,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,localUnit_area,ag_c04b; ag_j05b; ag_o04b,What is the area of this [PLOT]? (UNIT),26.81206597222222,33.628961907531256,,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,lon,lon_dd_mod,,0.0,0.0,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,planting_month,ag_g05a; ag_m05a,When did you plant the seeds for the [CROP] on this [PLOT] during the 2012/2013 rainy season? (Month); When did you plant the seeds for the [CROP] on this [PLOT] during the 2013 dry (dimba) season? (Month),39.2578125,19.609391828821717,,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,planting_year,ag_g05b; ag_m05b; ag_p04,When did you plant the seeds for the [CROP] on this [PLOT] during the 2012/2013 rainy season? (YEAR 4-DIGIT); When did you plant the seeds for the [CROP] on this [PLOT] during the 2013 dry (dimba) season? (YEAR 4-DIGIT),26.61675347222222,26.61675347222222,,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,plotID,ag_c00; ag_g00; ag_j00; ag_m00; ag_o00; ag_p00,Plot ID,24.462890625,27.485398285075185,,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,plot_area_measured_ha,ag_c04c; ag_j05c; ag_o04c,What is the area of this [PLOT]? (GPS AREA IN ACRES); What is the area of this [PLOT]? (Area in Acres); What is the area of this [PLOT]? (Area in Acres),29.931640625,36.85664437336435,"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,plot_area_reported_ha,ag_c04a; ag_j05a; ag_o04a,What is the area of this [PLOT]? (AREA),26.81206597222222,33.43995347484734,"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,plot_area_reported_localUnit,ag_c04a; ag_j05a; ag_o04a,What is the area of this [PLOT]? (AREA),26.61675347222222,33.43995347484734,,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2013,season,,,,,The type of season (major vs minor) has been identified based on the seasonal focus of the respective sections of the survey questionnaire. The IHS contains separate questionnaire sections for the major and minor growing season.,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288
Malawi,2010,GPS_level,,,,,,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,adm1,,,,,,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,adm2,hh_a01,district,0.0,0.0,,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,adm3,,,,,,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,adm4,,,,,,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,country,,,,,,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,crop,ag_g0d; ag_m0d; ag_p0d,CROP CODE; TREE/PERMANENT CROP CODE,31.24866926039913,31.24866926039913,"Crop names were harmonized for spelling. Crop names in Chichewa for which the English translation was known, were converted to their English name.",MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,crop_area_share,ag_g03; ag_m03,"Approximately, how much of the [PLOT] is under [CROP]?; Approximately how much of the [PLOT] is under [CROP]?",95.22482240675144,93.78258203005213,"The percentage of plot area cultivated by a crop was assumed as: 12.5 % if indicated ""less than 1/4"", 25 % if indicated ""1/4"", 37.5 % if indicated ""less than 1/2"", 50 % if indicated ""1/2"", 62.5 % if indicated ""less than 3/4"", 75 % if indicated ""3/4"", 87.5 % if indicated ""more than 3/4"", 100 % if indicated as fully occupied by a single crop. For many plots, any indication on whether the crop was fully cultivated by a single crop is missing: Whenever a plot is not intercropped and not indicated as only partially being cropped, then we assume that the plot is fully under the target crop.",MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,dataset_doi,,,,,,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,dataset_name,,,,,,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,fieldID,,,,,The 2010 survey wave of the IHS did not record any field-identifiers but exclusively used plot-identifiers.,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,harvest_month,,,,,,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,harvest_month_begin,ag_g12a; ag_m12a; ag_p06a,What were the months when the harvest started and ended? (START); What was the last completed production period for[TREE/PERM CROP]?(START MONTH),32.74103323461665,32.74103323461665,,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,harvest_month_end,ag_g12b; ag_m12b; ag_p06c,What were the months when the harvest started and ended? (END); What was the last completed production period for[TREE/PERM CROP]?(END MONTH),32.79910187174574,32.79910187174574,,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,harvest_year,,,,,,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,harvest_year_begin,ag_p06b,What was the last completed production period for[TREE/PERM CROP]?(START YEAR),88.84888604997774,54.02601548160562,"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,harvest_year_end,ag_p06d,What was the last completed production period for[TREE/PERM CROP]?(END YEAR),88.84888604997774,54.02601548160562,"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,hhID,case_id,Unique HH Identifier,0.0,0.0,,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,lat,lat_modified,EA Latitude Modified,0.0,0.0,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,localUnit_area,ag_c04b; ag_j05b; ag_p02b,What is the area of this [PLOT]? (Unit); What is the area of this [PLOT]? (FARMER ESTIMATION/UNIT); What is the area of the plantation?(UNIT),40.84160811412423,49.18528314362632,,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,lon,lon_modified,EA Longitude Modified,0.0,0.0,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,planting_month,ag_g05a; ag_m05a,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(MONTH),43.065636916168245,24.833895533067565,,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,planting_year,ag_g05b; ag_m05b; ag_p04,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(YEAR); In what year were most of these plants/trees planted?,35.22830652497919,35.22830652497919,,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,plotID,ag_c00; ag_g0b; ag_j00; ag_m0b; ag_p0b,Plot ID,31.21576369935931,31.30292839784973,,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,plot_area_measured_ha,ag_c04c; ag_j05c,What is the area of this [PLOT]? (Area in Acres); What is the area of this [PLOT]? (GPS MEASURE/AREA IN ACRES),41.505526198633454,34.06003689418078,"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,plot_area_reported_ha,ag_c04a; ag_j05a; ag_p02a,What is the area of this [PLOT]? (Area); What is the area of this [PLOT]? (FARMER ESTIMATION/AREA); What is the area of the plantation?(AREA),40.85709308402532,49.10499220705616,"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,plot_area_reported_localUnit,ag_c04a; ag_j05a; ag_p02a,What is the area of this [PLOT]? (Area); What is the area of this [PLOT]? (FARMER ESTIMATION/AREA); What is the area of the plantation?(AREA),40.76031202214351,49.10499220705616,,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2010,season,,,,,The type of season (major vs minor) has been identified based on the seasonal focus of the respective sections of the survey questionnaire. The IHS contains separate questionnaire sections for the major and minor growing season.,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85
Malawi,2016,GPS_level,,,,,,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,adm1,region,IHS4 2016 Region location,0.0,0.0,,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,adm2,district,IHS4 2016 District Location,0.0,0.0,,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,adm3,,,,,,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,adm4,,,,,,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,country,,,,,,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,crop,crop_code_collapsed; crop_code; ag_p0_crops,"Collapsed CC maize,gn,tob,rice; Crop ID; FOR EACH PLOT, LIST ALL TREE/PERMANENT CROPS HARVESTED BY HH IN LAST 12MONTHS",2.5502318392581143,2.3022291694984367,"Crop names were harmonized for spelling. Crop names in Chichewa for which the English translation was known, were converted to their English name.",MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,crop_area_share,ag_g03; ag_m03,"Approximately, how much of the [PLOT] is under [CROP]?; Approximately, how much of the [PLOT] is under crop [CROP]?",39.27975270479134,30.09359763692658,"The percentage of plot area cultivated by a crop was assumed as: 12.5 % if indicated ""less than 1/4"", 25 % if indicated ""1/4"", 37.5 % if indicated ""less than 1/2"", 50 % if indicated ""1/2"", 62.5 % if indicated ""less than 3/4"", 75 % if indicated ""3/4"", 87.5 % if indicated ""more than 3/4"", 100 % if indicated as fully occupied by a single crop. For many plots, any indication on whether the crop was fully cultivated by a single crop is missing: Whenever a plot is not intercropped and not indicated as only partially being cropped, then we assume that the plot is fully under the target crop.",MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,dataset_doi,,,,,,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,dataset_name,,,,,,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,fieldID,gardenid,Garden ID,0.071097372488408,0.0873843581998822,,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,harvest_month,,,,,,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,harvest_month_begin,ag_g12a; ag_m12a; ag_p06a,What months did the harvest start?;  What were the months when the harvest started and ended? (START); What was the last completed production period for the tree/permanent crop,3.5950540958268933,3.5950540958268933,,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,harvest_month_end,ag_g12b; ag_m12b; ag_p06c,What months did the harvest end?; What were the months when the harvest started and ended? (END);  END MONTH,3.58887171561051,3.58887171561051,,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,harvest_year,,,,,,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,harvest_year_begin,ag_p06b,BEGIN YEAR (4-DIGIT),87.65996908809892,6.092684074335451,"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,harvest_year_end,ag_p06d,END YEAR (4-DIGIT),87.66306027820711,6.116207951070336,"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,hhID,case_id,Unique Household Identifier,0.0,0.0,,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,lat,lat_modified,GPS Latitude Modified,0.0123647604327666,0.0241021932995902,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,localUnit_area,ag_c04b; ag_j05b; ag_o04b,Units of Area Reported; unit; unit,4.868624420401855,3.711004879010399,,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,lon,lon_modified,GPS Longitude Modified,0.0123647604327666,0.0241021932995902,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,planting_month,ag_g05a; ag_m05a,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(MONTH),15.236476043276662,2.4128972561301114,,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,planting_year,ag_g05b; ag_m05b; ag_p04,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(YEAR);  YEAR (4 DIGIT); In what year were most of these plants/ trees planted?,4.476043276661515,4.476043276661515,,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,plotID,plotid,Plot ID,1.891808346213292,1.3430595923329725,,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,plot_area_measured_ha,ag_c04c; ag_j05c; ag_o04c,Area of Plot Measured with GPS; What is the area of this plot (%rostertitle%)? ENUMERATOR: MEASURE THE ARE; What is the area of this [PLOT]?  [GPS],13.894899536321484,14.513823862796311,"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,plot_area_reported_ha,ag_c04a; ag_j05a; ag_o04a,Self Reported Area of Plot; What is the <u>area</u> of this plot (%rostertitle%)? ENUMERATOR: ASK THE;  What is the area of this [PLOT]?,4.942812982998454,3.627223892366074,"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,plot_area_reported_localUnit,ag_c04a; ag_j05a; ag_o04a,Self Reported Area of Plot; What is the <u>area</u> of this plot (%rostertitle%)? ENUMERATOR: ASK THE;  What is the area of this [PLOT]?,4.800618238021638,3.627223892366074,,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2016,season,,,,,The type of season (major vs minor) has been identified based on the seasonal focus of the respective sections of the survey questionnaire. The IHS contains separate questionnaire sections for the major and minor growing season.,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19
Malawi,2019,GPS_level,,,,,,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,adm1,region,IHS5 2019 Region location,0.0,0.0,,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,adm2,district,IHS5 2019 District Location,0.0,0.0,,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,adm3,,,,,,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,adm4,,,,,,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,country,,,,,,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,crop,crop_code; ag_p0_crops,"Crop ID; FOR EACH PLOT, LIST ALL TREE/PERMANENT CROPS HARVESTED BY HH IN LAST 12MONTHS",0.2579967579168474,0.0753441859403182,"Crop names were harmonized for spelling. Crop names in Chichewa for which the English translation was known, were converted to their English name.",MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,crop_area_share,ag_g03; ag_m03,"Approximately, how much of the [PLOT] is under [CROP]?; Approximately how much of the [PLOT] is under [CROP]?",38.01684969976484,24.39146660725227,"The percentage of plot area cultivated by a crop was assumed as: 12.5 % if indicated ""less than 1/4"", 25 % if indicated ""1/4"", 37.5 % if indicated ""less than 1/2"", 50 % if indicated ""1/2"", 62.5 % if indicated ""less than 3/4"", 75 % if indicated ""3/4"", 87.5 % if indicated ""more than 3/4"", 100 % if indicated as fully occupied by a single crop. For many plots, any indication on whether the crop was fully cultivated by a single crop is missing: Whenever a plot is not intercropped and not indicated as only partially being cropped, then we assume that the plot is fully under the target crop.",MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,dataset_doi,,,,,,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,dataset_name,,,,,,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,fieldID,gardenid,Garden ID,0.0593620858923719,0.0374197633919576,,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,harvest_month,,,,,,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,harvest_month_begin,ag_g12a; ag_m12a; ag_p06a,What months did the harvest start?; What were the months when the harvest started and ended? (START); What was the last completed production period for the tree/permanent crop,0.7762734309002489,0.7762734309002489,,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,harvest_month_end,ag_g12b; ag_m12b; ag_p06c,What months did the harvest end?; What were the months when the harvest started and ended? (END); END MONTH,0.7785565880499554,0.7785565880499554,,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,harvest_year,,,,,,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,harvest_year_begin,ag_p06b,BEGIN YEAR (4-DIGIT),82.02470376035983,0.253389078930698,"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,harvest_year_end,ag_p06d,END YEAR (4-DIGIT),82.02470376035983,0.253389078930698,"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,hhID,case_id,Unique Household Identifier,0.0,0.0,,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,lat,ea_lat_mod,Latitude Modified,0.8721660311879267,0.0699667657862515,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,localUnit_area,ag_c04b; ag_j05b; ag_o04b,Units of Self Reprted Area; UNIT; UNIT,1.0023059887212038,0.8760658801541875,,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,lon,ea_lon_mod,Longitude Modified,0.8721660311879267,0.0699667657862515,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,planting_month,ag_g05a; ag_m05a,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(MONTH),18.123701454371105,0.1253272433576561,,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,planting_year,ag_g05b; ag_m05b; ag_p04,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(YEAR); YEAR; In what year were most of these plants/ trees planted?,2.068540377634193,2.068540377634193,,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,plotID,plotid,Plot ID,0.0593620858923719,0.0374197633919576,,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,plot_area_measured_ha,ag_c04c; ag_j05c; ag_o04c,Area of Plot Measured with GPS; What is the area of this plot (%rostertitle%)? ENUMERATOR: MEASURE THE ARE; What is the area of this [PLOT]?  [GPS],7.54583437978036,7.541953821594051,"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,plot_area_reported_ha,ag_c04a; ag_j05a; ag_o04a,Self Reported Area of Plot; What is the <u>area</u> of this plot (%rostertitle%)? ENUMERATOR: ASK THE; What is the area of this [PLOT]?,1.089065960410055,0.8916403846902621,"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,plot_area_reported_localUnit,ag_c04a; ag_j05a; ag_o04a,Self Reported Area of Plot; What is the <u>area</u> of this plot (%rostertitle%)? ENUMERATOR: ASK THE; What is the area of this [PLOT]?,1.0251375602182695,0.8916403846902621,,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Malawi,2019,season,,,,,The type of season (major vs minor) has been identified based on the seasonal focus of the respective sections of the survey questionnaire. The IHS contains separate questionnaire sections for the major and minor growing season.,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74
Uganda,2011-2012,hhID,HHID,HH identifier,0.0,0.0,,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373
Uganda,2011-2012,plotID,plotID,plot name,0.0,0.02,,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r374
Uganda,2011-2012,plot_area_reported_localUnit,"a4aq7,a4bq7",What was the total area of plot planted,2.38,0.14,,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r375
